30-Oct-2015 07:55:31 CDT  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
30-Oct-2015 07:55:32 CDT  Successfully opened file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 30-Oct-2015 07:55:37.549 CDT

[ParticleListDrawer] analysing particle collection genParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
  869 |    22 -      gamma |  1 |  670  670   -1   -1 |  1  0 |   0.417      1.156 -1.549 |      0.009     -0.417      0.597    0.000 |
  870 |    22 -      gamma |  1 |  670  670   -1   -1 |  1  0 |   3.215      1.125 -1.436 |      0.431     -3.186      4.427    0.000 |
  871 |    22 -      gamma |  1 |  674  674   -1   -1 |  1  0 |   1.495      1.524 -1.453 |      0.176     -1.484      3.266    0.000 |
  872 |    22 -      gamma |  1 |  674  674   -1   -1 |  1  0 |   1.182      1.496 -1.551 |      0.024     -1.182      2.505    0.000 |
  873 |    22 -      gamma |  1 |  681  681   -1   -1 |  1  0 |   0.150      4.034 -1.834 |     -0.039     -0.145      4.246    0.000 |
  874 |    22 -      gamma |  1 |  681  681   -1   -1 |  1  0 |   0.027      4.910  1.864 |     -0.008      0.026      1.820   -0.000 |
  875 |    22 -      gamma |  1 |  683  683   -1   -1 |  1  0 |   1.379      2.466  2.726 |     -1.261      0.557      8.061   -0.000 |
  876 |    22 -      gamma |  1 |  683  683   -1   -1 |  1  0 |   0.212      2.641  2.547 |     -0.176      0.119      1.481   -0.000 |
  877 |    22 -      gamma |  1 |  685  685   -1   -1 |  1  0 |   0.112      2.072 -1.229 |      0.038     -0.106      0.439    0.000 |
  878 |    22 -      gamma |  1 |  685  685   -1   -1 |  1  0 |   0.049      3.450 -2.330 |     -0.034     -0.036      0.771    0.000 |
  879 |    22 -      gamma |  1 |  687  687   -1   -1 |  1  0 |   0.662      3.728  0.692 |      0.510      0.423     13.766    0.000 |
  880 |    22 -      gamma |  1 |  687  687   -1   -1 |  1  0 |   0.138      3.507  1.082 |      0.065      0.122      2.300    0.000 |
  881 |    22 -      gamma |  1 |  691  691   -1   -1 |  1  0 |   0.113      7.083 -1.417 |      0.017     -0.112     67.531   -0.000 |
  882 |    22 -      gamma |  1 |  691  691   -1   -1 |  1  0 |   0.145      6.221 -0.848 |      0.096     -0.109     36.537   -0.000 |
  883 |    22 -      gamma |  1 |  693  693   -1   -1 |  1  0 |   2.272     -1.587  2.236 |     -1.403      1.787     -5.325    0.000 |
  884 |    22 -      gamma |  1 |  693  693   -1   -1 |  1  0 |   1.135     -1.671  2.242 |     -0.706      0.888     -2.911    0.000 |
  885 |    22 -      gamma |  1 |  697  697   -1   -1 |  1  0 |   0.839     -1.520  2.058 |     -0.393      0.742     -1.827   -0.000 |
  886 |    22 -      gamma |  1 |  697  697   -1   -1 |  1  0 |   5.529     -1.494  2.115 |     -2.865      4.729    -11.698   -0.000 |
  887 |    22 -      gamma |  1 |  699  699   -1   -1 |  1  0 |   0.058     -2.388  2.647 |     -0.051      0.028     -0.314   -0.000 |
  888 |    22 -      gamma |  1 |  699  699   -1   -1 |  1  0 |   1.657     -2.159  2.275 |     -1.073      1.263     -7.081   -0.000 |
  889 |    22 -      gamma |  1 |  701  701   -1   -1 |  1  0 |   3.833     -2.303  2.138 |     -2.060      3.233    -18.993    0.000 |
  890 |    22 -      gamma |  1 |  701  701   -1   -1 |  1  0 |   0.897     -2.271  2.203 |     -0.530      0.724     -4.300    0.000 |
  891 |    22 -      gamma |  1 |  703  703   -1   -1 |  1  0 |   1.737     -2.287  2.151 |     -0.953      1.452     -8.460   -0.000 |
  892 |    22 -      gamma |  1 |  703  703   -1   -1 |  1  0 |   3.607     -2.255  2.195 |     -2.108      2.927    -17.010    0.000 |
  893 |    22 -      gamma |  1 |  705  705   -1   -1 |  1  0 |   0.154     -2.538  0.883 |      0.098      0.119     -0.971    0.000 |
  894 |    22 -      gamma |  1 |  705  705   -1   -1 |  1  0 |   0.166     -2.063  0.176 |      0.164      0.029     -0.644   -0.000 |
  895 |    22 -      gamma |  1 |  707  707   -1   -1 |  1  0 |   1.147     -2.331  1.492 |      0.090      1.144     -5.844   -0.000 |
  896 |    22 -      gamma |  1 |  707  707   -1   -1 |  1  0 |   6.099     -2.301  1.534 |      0.227      6.094    -30.137    0.000 |
  897 |    22 -      gamma |  1 |  709  709   -1   -1 |  1  0 |   5.370     -2.338  1.505 |      0.351      5.358    -27.555    0.000 |
  898 |    22 -      gamma |  1 |  709  709   -1   -1 |  1  0 |  34.991     -2.332  1.498 |      2.551     34.898   -178.426    0.000 |
  899 |    22 -      gamma |  1 |  711  711   -1   -1 |  1  0 |   0.448     -2.425  1.383 |      0.083      0.440     -2.511    0.000 |
  900 |    22 -      gamma |  1 |  711  711   -1   -1 |  1  0 |   1.355     -2.484  1.547 |      0.033      1.354     -8.065    0.000 |
  901 |    22 -      gamma |  1 |  713  713   -1   -1 |  1  0 |   1.044     -2.517  1.428 |      0.148      1.033     -6.426   -0.000 |
  902 |    22 -      gamma |  1 |  713  713   -1   -1 |  1  0 |   6.821     -2.468  1.439 |      0.895      6.762    -39.935    0.000 |
  903 |    22 -      gamma |  1 |  715  715   -1   -1 |  1  0 |   0.651     -2.549  1.564 |      0.005      0.651     -4.144    0.000 |
  904 |    22 -      gamma |  1 |  715  715   -1   -1 |  1  0 |   0.396     -2.400  1.783 |     -0.084      0.388     -2.167    0.000 |
  905 |    22 -      gamma |  1 |  717  717   -1   -1 |  1  0 |   1.926     -2.418  1.416 |      0.297      1.903    -10.726   -0.000 |
  906 |    22 -      gamma |  1 |  717  717   -1   -1 |  1  0 |   3.232     -2.470  1.434 |      0.442      3.202    -18.962   -0.000 |
  907 |    22 -      gamma |  1 |  719  719   -1   -1 |  1  0 |   0.073     -2.792  0.836 |      0.049      0.054     -0.589   -0.000 |
  908 |    22 -      gamma |  1 |  719  719   -1   -1 |  1  0 |   0.158     -2.113  1.946 |     -0.058      0.147     -0.645   -0.000 |
  909 |    22 -      gamma |  1 |  731  731   -1   -1 |  1  0 |   0.377     -1.584  1.258 |      0.116      0.359     -0.881    0.000 |
  910 |    22 -      gamma |  1 |  731  731   -1   -1 |  1  0 |   1.413     -1.477  1.408 |      0.228      1.394     -2.933    0.000 |
  911 |    22 -      gamma |  1 |  747  747   -1   -1 |  1  0 |   0.332     -5.414 -1.824 |     -0.083     -0.322    -37.307    0.000 |
  912 |    22 -      gamma |  1 |  747  747   -1   -1 |  1  0 |   0.014     -4.521  0.363 |      0.013      0.005     -0.629    0.000 |
  913 |    22 -      gamma |  1 |  749  749   -1   -1 |  1  0 |   0.080     -5.461 -2.965 |     -0.079     -0.014     -9.470   -0.000 |
  914 |    22 -      gamma |  1 |  749  749   -1   -1 |  1  0 |   0.050     -6.244  0.543 |      0.043      0.026    -12.918    0.000 |
  915 |    22 -      gamma |  1 |  758  758   -1   -1 |  1  0 |   0.840     -0.686  2.308 |     -0.565      0.621     -0.622    0.000 |
  916 |    22 -      gamma |  1 |  758  758   -1   -1 |  1  0 |   0.041     -0.458  3.016 |     -0.040      0.005     -0.019    0.000 |
  917 |    22 -      gamma |  1 |  759  759   -1   -1 |  1  0 |   0.347     -0.545  2.248 |     -0.217      0.270     -0.198    0.000 |
  918 |    22 -      gamma |  1 |  759  759   -1   -1 |  1  0 |   0.011      1.189  1.339 |      0.003      0.011      0.017   -0.000 |
  919 |    22 -      gamma |  1 |  760  760   -1   -1 |  1  0 |   0.555     -0.755  2.161 |     -0.309      0.461     -0.460   -0.000 |
  920 |    22 -      gamma |  1 |  760  760   -1   -1 |  1  0 |   0.258     -0.672  1.812 |     -0.062      0.250     -0.187    0.000 |
  921 |    22 -      gamma |  1 |  761  761   -1   -1 |  1  0 |   0.144     -0.984  2.189 |     -0.083      0.117     -0.165    0.000 |
  922 |    22 -      gamma |  1 |  761  761   -1   -1 |  1  0 |   1.680     -0.963  2.464 |     -1.309      1.053     -1.879    0.000 |
